x y
2.627489988552334 -2.211034351084873
4.113351217353028 -0.6388500503534191
-1.5557114492988955 -3.5982087394594338
4.091054748049816 -0.495977873721246
1.0832146565165264 -4.015244043930686
4.838964355391152 0.22544403241184569
-1.594502836132679 -3.3761735446260195
3.4110585467869594 -1.6198172496057839
2.379100784245626 -2.5001347788940165
-1.2001404574342232 -3.7126692968535844
-4.133738193390432 -0.8046046262226386
-5.062567380292423 0.7763912770966247
-2.7568759313651117 -2.181210230518591
-5.953668206161392 3.5286475323857744
-3.447933231859489 -1.511643737358877
0.08560308014556117 -4.368780834146491
5.493143509875839 1.7107136075247233
-4.1047821622986085 -0.6632311790573033
-5.240032395840764 0.9799075410650043
2.3500660374054956 -2.693121330764511
-0.7150456038115829 -4.28839982828743
5.881746666744149 2.928550842102562
2.933715472541145 -1.9159081393847912
4.920632397282844 0.7612611182945545
-4.096323051295583 -0.7252724418990354
-0.31363271859502273 -4.280586060839128
-2.8237505241683145 -2.2029646479120304
-4.78212606993493 0.203385548009846
-3.681438054007149 -1.061557096846837
0.7603775517739875 -3.9858057311438366
2.2373868588002583 -2.935487163453509
5.456744029832464 1.7985312048999436
-1.0119048820453695 -3.8412061550560317
-3.8074491081368667 -0.9542784097661619
1.9215026109161286 -3.1519722480979095
-0.6472674964436127 -3.90034442173219
-1.2771530648350602 -3.633116239834675
-1.9899929608316356 -2.85118156503129
1.4730220277894883 -3.324937029123036
-3.189109845933226 -1.9992867235883602
3.0814773272033573 -2.171445883461588
-5.012546554633376 0.5433262310864276
-0.8337175216320762 -4.027034521717178
2.5546825340230583 -2.701715263999377
-4.608474188362322 0.13723148648908695
-1.442536823216841 -3.5231282071215007
1.0386786379938506 -3.658108817182403
-1.0329535414775695 -3.70504956939907
-1.3230213443792564 -3.476399958456687
-4.850132932613738 0.34960896260653923
-0.6544996187003402 -3.9418701916400365
-1.6471477970177348 -3.4648538269786204
1.6107872370138683 -3.4435869294513792
-2.3029943331958975 -2.709771317300032
0.5784500206497931 -3.956462950596173
5.102999561011506 0.8947926985633866
-5.311877086667508 1.3475148637248355
2.2084536630684966 -2.976989027333731
5.629386742123934 1.9651780070000608
-0.42687917609545956 -4.062514152398555
1.0187737677338902 -3.958248269167795
2.9016225544044847 -1.9716813165118163
-1.120683416005889 -3.7780298399868224
4.789743025540577 0.2556429144641511
-5.08831499432115 0.7526369020469054
-2.5605957385838685 -2.3301466899129855
2.7454435978303877 -2.435549539370315
2.3995053885363102 -2.7053321364078977
-5.2270858229235895 1.3246221052222777
4.221005394231035 -0.7752405369534348
-4.53442829362703 -0.3350403002625386
-0.1575060719504613 -4.351842572626817
5.4807366448692 1.6109543436773843
-1.6010485217256019 -3.3597636938467126
5.868669565350977 3.0516892565528377
4.8853086821640375 0.42941795383215364
-3.523349293629853 -1.4732432510143942
-1.8670193253084504 -3.4075533384520464
3.830152718568934 -1.0659053623951147
-0.9927776926569551 -3.973232301748524
-0.623398246804916 -4.2001740057331425
-0.8444992182637101 -4.038597248718248
0.4190472769298408 -4.3172947737474265
-1.3981278473350152 -3.71842386142409
3.4752355256959984 -1.6364781314971675
2.720427771872851 -2.5229537936488287
-4.393419006101718 -0.4737678500934118
-2.556973553210404 -2.2662872816674398
